CustomerID,CustomerType,AccountCount,TotalBalance,AverageBalance,TransactionCount,TotalTransactionValue,AverageTransactionValue,Cluster,Cluster_3,CustomerSegment
10086,Individual,1.0,77670.14,77670.14,34.0,94119.33,2768.215588235294,2,0,Core Active
10087,Small Business,1.0,31944.6,31944.6,28.0,69435.65,2479.844642857143,0,0,Core Active
10088,Large Enterprise,1.0,29015.04,29015.04,30.0,68546.15,2284.8716666666664,0,0,Core Active
10089,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10090,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10091,Large Enterprise,3.0,127463.97,42487.99,87.0,197528.4,2270.441379310345,3,2,High-Value Active
10092,Individual,2.0,86439.03,43219.515,66.0,151626.33,2297.368636363636,2,0,Core Active
10093,Small Business,1.0,55740.69,55740.69,28.0,73187.19,2613.8282142857142,2,0,Core Active
10094,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10095,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10096,Large Enterprise,2.0,60268.8,30134.4,62.0,138562.42,2234.877741935484,0,0,Core Active
10097,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10098,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10099,Large Enterprise,2.0,71638.63,35819.315,48.0,121316.19,2527.420625,0,0,Core Active
10100,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10101,Small Business,1.0,26152.31,26152.31,22.0,55495.479999999996,2522.521818181818,0,0,Core Active
10102,Large Enterprise,1.0,39676.6,39676.6,29.0,77046.70999999999,2656.7831034482756,0,0,Core Active
10103,Large Enterprise,3.0,176396.75999999998,58798.91999999999,76.0,200305.97,2635.6048684210527,3,2,High-Value Active
10104,Individual,1.0,29107.64,29107.64,27.0,67071.38,2484.1251851851853,0,0,Core Active
10105,Small Business,1.0,79534.55,79534.55,36.0,107307.33,2980.7591666666667,2,0,Core Active
10106,Large Enterprise,5.0,316192.22,63238.443999999996,156.0,394248.22,2527.232179487179,3,2,High-Value Active
10107,Individual,3.0,248547.72999999998,82849.24333333333,86.0,232608.74,2704.7527906976743,3,2,High-Value Active
10108,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10109,Small Business,2.0,152290.74,76145.37,56.0,154094.62,2751.6896428571426,2,0,Core Active
10110,Small Business,2.0,71723.08,35861.54,63.0,153807.19,2441.3839682539683,0,0,Core Active
10111,Large Enterprise,1.0,89663.23,89663.23,28.0,69392.56999999999,2478.306071428571,2,0,Core Active
10112,Individual,3.0,170853.41,56951.136666666665,82.0,205598.7,2507.301219512195,3,2,High-Value Active
10113,Individual,2.0,134644.75,67322.375,60.0,171395.85,2856.5975000000003,2,0,Core Active
10114,Large Enterprise,2.0,183434.16999999998,91717.08499999999,59.0,137060.64,2323.0616949152545,2,0,Core Active
10115,Individual,1.0,87109.52,87109.52,29.0,61299.520000000004,2113.7765517241382,2,0,Core Active
10116,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10117,Large Enterprise,1.0,42912.69,42912.69,28.0,78321.02,2797.179285714286,0,0,Core Active
10118,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10119,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10120,Large Enterprise,1.0,48479.25,48479.25,29.0,54423.479999999996,1876.6717241379308,0,0,Core Active
10121,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10122,Large Enterprise,2.0,138668.11,69334.055,53.0,140608.44,2652.9894339622642,2,0,Core Active
10123,Small Business,1.0,48348.54,48348.54,34.0,92026.16,2706.6517647058827,0,0,Core Active
10124,Individual,1.0,93932.94,93932.94,28.0,65329.81,2333.2075,2,0,Core Active
10125,Small Business,4.0,235540.76,58885.19,109.0,270908.57,2485.3997247706425,3,2,High-Value Active
10126,Individual,2.0,133191.59,66595.795,64.0,171839.55,2684.99296875,2,0,Core Active
10127,Individual,1.0,18292.79,18292.79,32.0,81351.78,2542.243125,0,0,Core Active
10128,Individual,3.0,232234.09,77411.36333333333,76.0,190960.73,2512.6411842105263,3,2,High-Value Active
10129,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10130,Large Enterprise,2.0,41179.130000000005,20589.565000000002,52.0,130797.07,2515.3282692307694,0,0,Core Active
10131,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10132,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10133,Large Enterprise,3.0,98946.70999999999,32982.236666666664,96.0,247440.41,2577.5042708333335,3,2,High-Value Active
10134,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10135,Individual,2.0,156761.2,78380.6,82.0,218453.03,2664.0613414634145,2,2,High-Value Active
10136,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10137,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10138,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10139,Individual,2.0,100400.84999999999,50200.424999999996,56.0,145631.01,2600.55375,2,0,Core Active
10140,Small Business,1.0,81912.58,81912.58,28.0,82761.28,2955.7599999999998,2,0,Core Active
10141,Large Enterprise,3.0,43349.65,14449.883333333333,82.0,209489.82,2554.7539024390244,0,0,Core Active
10142,Small Business,5.0,258137.62,51627.524,158.0,401134.82,2538.827974683544,3,2,High-Value Active
10143,Individual,3.0,149750.22,49916.74,86.0,215624.15,2507.257558139535,3,2,High-Value Active
10144,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10145,Small Business,1.0,6784.78,6784.78,30.0,70738.29,2357.9429999999998,0,0,Core Active
10146,Individual,1.0,21109.91,21109.91,26.0,69756.66,2682.9484615384617,0,0,Core Active
10147,Small Business,2.0,36160.36,18080.18,62.0,155132.6,2502.1387096774192,0,0,Core Active
10148,Small Business,2.0,83714.01000000001,41857.005000000005,51.0,126235.65,2475.208823529412,2,0,Core Active
10149,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10150,Small Business,2.0,121666.43,60833.215,53.0,133983.3,2527.98679245283,2,0,Core Active
10151,Individual,2.0,125343.63,62671.815,59.0,137480.69,2330.181186440678,2,0,Core Active
10152,Individual,1.0,43249.76,43249.76,26.0,63209.66,2431.1407692307694,0,0,Core Active
10153,Large Enterprise,2.0,43366.14,21683.07,59.0,146915.77,2490.097796610169,0,0,Core Active
10154,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10155,Small Business,4.0,152502.66999999998,38125.667499999996,150.0,362559.39,2417.0626,3,2,High-Value Active
10156,Individual,2.0,45075.23,22537.615,72.0,162484.86,2256.7341666666666,0,0,Core Active
10157,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10158,Large Enterprise,2.0,65681.44,32840.72,54.0,145959.33,2702.950555555555,0,0,Core Active
10159,Small Business,2.0,94443.82999999999,47221.91499999999,75.0,167222.67,2229.6356,2,0,Core Active
10160,Small Business,3.0,96896.9,32298.966666666664,101.0,271785.73,2690.947821782178,3,2,High-Value Active
10161,Individual,2.0,158335.56,79167.78,69.0,191284.56,2772.24,2,2,High-Value Active
10162,Individual,1.0,57667.5,57667.5,20.0,60684.03,3034.2015,2,0,Core Active
10163,Small Business,1.0,88906.14,88906.14,19.0,37634.87,1980.7826315789475,2,0,Core Active
10164,Individual,2.0,111136.93000000001,55568.465000000004,50.0,126509.25,2530.185,2,0,Core Active
10165,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10166,Large Enterprise,1.0,99828.98,99828.98,27.0,61117.13,2263.5974074074074,2,0,Core Active
10167,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10168,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10169,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10170,Individual,1.0,52547.1,52547.1,21.0,53215.15,2534.054761904762,0,0,Core Active
10171,Large Enterprise,2.0,94458.78,47229.39,52.0,133858.18,2574.195769230769,2,0,Core Active
10172,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10173,Large Enterprise,1.0,74953.59,74953.59,26.0,60785.84,2337.916923076923,2,0,Core Active
10174,Large Enterprise,3.0,169843.32,56614.44,86.0,216667.05,2519.3843023255813,3,2,High-Value Active
10175,Large Enterprise,1.0,4615.44,4615.44,33.0,91168.03,2762.667575757576,0,0,Core Active
10176,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10177,Large Enterprise,4.0,133279.92,33319.98,109.0,269388.5,2471.454128440367,3,2,High-Value Active
10178,Individual,2.0,68037.20999999999,34018.604999999996,59.0,171459.16,2906.0874576271185,0,0,Core Active
10179,Large Enterprise,4.0,43717.47,10929.3675,111.0,273949.82,2468.0163963963964,3,2,High-Value Active
10180,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10181,Small Business,1.0,21398.11,21398.11,36.0,90763.08,2521.1966666666667,0,0,Core Active
10182,Individual,1.0,92994.34,92994.34,25.0,82144.06,3285.7624,2,0,Core Active
10183,Small Business,5.0,307649.76,61529.952000000005,150.0,387319.65,2582.1310000000003,3,2,High-Value Active
10184,Small Business,1.0,55292.55,55292.55,36.0,87495.83,2430.4397222222224,2,0,Core Active
10185,Large Enterprise,1.0,23915.53,23915.53,27.0,72464.75,2683.8796296296296,0,0,Core Active
10186,Small Business,1.0,37808.22,37808.22,28.0,71594.69,2556.9532142857142,0,0,Core Active
10187,Individual,2.0,138403.19,69201.595,59.0,152629.66,2586.9433898305087,2,0,Core Active
10188,Individual,2.0,153546.45,76773.225,61.0,164349.68,2694.2570491803276,2,0,Core Active
10189,Large Enterprise,2.0,134729.82,67364.91,58.0,131660.36,2270.0062068965517,2,0,Core Active
10190,Individual,1.0,21893.19,21893.19,25.0,55588.05,2223.522,0,0,Core Active
10191,Large Enterprise,1.0,18864.78,18864.78,24.0,59973.479999999996,2498.895,0,0,Core Active
10192,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10193,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10194,Large Enterprise,2.0,73245.36,36622.68,54.0,124909.96,2313.1474074074076,0,0,Core Active
10195,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10196,Individual,1.0,46035.26,46035.26,25.0,68735.41,2749.4164,0,0,Core Active
10197,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10198,Small Business,4.0,62888.39,15722.0975,121.0,320795.58999999997,2651.2032231404955,3,2,High-Value Active
10199,Individual,3.0,183826.34,61275.44666666666,92.0,222778.97,2421.510543478261,3,2,High-Value Active
10200,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10201,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10202,Individual,1.0,19110.41,19110.41,29.0,63253.99,2181.172068965517,0,0,Core Active
10203,Small Business,2.0,118644.71,59322.355,56.0,122030.89,2179.123035714286,2,0,Core Active
10204,Individual,2.0,125924.23000000001,62962.115000000005,68.0,161657.19,2377.311617647059,2,0,Core Active
10205,Individual,3.0,244193.78999999998,81397.93,94.0,247211.04,2629.904680851064,3,2,High-Value Active
10206,Individual,1.0,43240.08,43240.08,28.0,71457.35,2552.0482142857145,0,0,Core Active
10207,Small Business,4.0,294294.32,73573.58,114.0,299011.2,2622.9052631578948,3,2,High-Value Active
10208,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10209,Small Business,3.0,139338.4,46446.13333333333,90.0,198060.1,2200.6677777777777,3,2,High-Value Active
10210,Individual,2.0,102826.79000000001,51413.395000000004,59.0,160688.01,2723.525593220339,2,0,Core Active
10211,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10212,Individual,1.0,32876.62,32876.62,27.0,61186.97,2266.184074074074,0,0,Core Active
10213,Individual,2.0,65595.99,32797.995,52.0,133852.19,2574.080576923077,0,0,Core Active
10214,Large Enterprise,1.0,79377.52,79377.52,26.0,60497.63,2326.831923076923,2,0,Core Active
10215,Large Enterprise,1.0,11195.51,11195.51,33.0,90636.97,2746.5748484848486,0,0,Core Active
10216,Small Business,1.0,90512.44,90512.44,45.0,130884.67,2908.548222222222,2,0,Core Active
10217,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10218,Individual,2.0,85123.27,42561.635,57.0,130335.05,2286.5798245614037,2,0,Core Active
10219,Small Business,2.0,154199.21000000002,77099.60500000001,60.0,132312.78,2205.213,2,0,Core Active
10220,Small Business,1.0,86449.35,86449.35,29.0,71825.07,2476.726551724138,2,0,Core Active
10221,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10222,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10223,Individual,2.0,104596.51,52298.255,60.0,123670.74,2061.179,2,0,Core Active
10224,Individual,3.0,191058.19999999998,63686.06666666666,86.0,213743.84,2485.393488372093,3,2,High-Value Active
10225,Individual,2.0,150875.39,75437.695,60.0,136530.86,2275.514333333333,2,0,Core Active
10226,Small Business,6.0,258211.58000000002,43035.263333333336,175.0,436983.54,2497.0488,3,2,High-Value Active
10227,Large Enterprise,4.0,254928.81999999998,63732.204999999994,103.0,260807.3,2532.109708737864,3,2,High-Value Active
10228,Small Business,1.0,43755.6,43755.6,30.0,70620.62,2354.0206666666663,0,0,Core Active
10229,Large Enterprise,3.0,154139.21,51379.736666666664,103.0,270060.69,2621.9484466019417,3,2,High-Value Active
10230,Large Enterprise,1.0,32788.26,32788.26,37.0,96846.2,2617.464864864865,0,0,Core Active
10231,Large Enterprise,2.0,172950.59999999998,86475.29999999999,57.0,169132.37,2967.234561403509,2,0,Core Active
10232,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10233,Individual,1.0,90752.35,90752.35,25.0,60207.52,2408.3008,2,0,Core Active
10234,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10235,Individual,1.0,79274.38,79274.38,36.0,72062.86,2001.746111111111,2,0,Core Active
10236,Individual,3.0,83414.15,27804.716666666664,100.0,262549.44,2625.4944,3,2,High-Value Active
10237,Small Business,1.0,36343.94,36343.94,28.0,71846.78,2565.9564285714287,0,0,Core Active
10238,Small Business,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10239,Large Enterprise,1.0,75306.88,75306.88,25.0,59618.54,2384.7416,2,0,Core Active
10240,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10241,Individual,2.0,86903.37,43451.685,63.0,156130.12,2478.255873015873,2,0,Core Active
10242,Small Business,1.0,3564.27,3564.27,26.0,65923.5,2535.519230769231,0,0,Core Active
10243,Large Enterprise,3.0,245261.29,81753.76333333334,87.0,213444.74,2453.387816091954,3,2,High-Value Active
10244,Small Business,1.0,88003.78,88003.78,33.0,87120.47,2640.0142424242426,2,0,Core Active
10245,Large Enterprise,2.0,72953.64,36476.82,52.0,136488.27,2624.774423076923,0,0,Core Active
10246,Individual,2.0,137560.03,68780.015,60.0,131949.38,2199.1563333333334,2,0,Core Active
10247,Individual,1.0,55767.16,55767.16,24.0,63633.270000000004,2651.38625,2,0,Core Active
10248,Small Business,3.0,183074.75,61024.916666666664,88.0,214251.74,2434.6788636363635,3,2,High-Value Active
10249,Large Enterprise,1.0,89193.39,89193.39,24.0,59542.71,2480.94625,2,0,Core Active
10250,Individual,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10251,Large Enterprise,1.0,41396.86,41396.86,29.0,66774.03,2302.5527586206895,0,0,Core Active
10252,Individual,1.0,6818.08,6818.08,22.0,59007.68,2682.1672727272726,0,0,Core Active
10253,Large Enterprise,2.0,3286.27,1643.135,61.0,142939.71,2343.2739344262295,0,0,Core Active
10254,Small Business,1.0,76819.46,76819.46,23.0,62939.1,2736.4826086956523,2,0,Core Active
10255,Individual,1.0,36513.17,36513.17,31.0,81603.38,2632.3670967741937,0,0,Core Active
10256,Small Business,2.0,105797.09,52898.545,62.0,143545.97,2315.2575806451614,2,0,Core Active
10257,Large Enterprise,1.0,16099.85,16099.85,35.0,84206.65,2405.9042857142854,0,0,Core Active
10258,Individual,2.0,93603.58,46801.79,69.0,168060.66,2435.661739130435,2,0,Core Active
10259,Large Enterprise,1.0,82411.23,82411.23,22.0,51318.52,2332.66,2,0,Core Active
10260,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10261,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10262,Large Enterprise,4.0,252880.71999999997,63220.17999999999,115.0,287322.1,2498.4530434782605,3,2,High-Value Active
10263,Individual,2.0,107780.97,53890.485,55.0,131349.86,2388.1792727272723,2,0,Core Active
10264,Individual,1.0,10451.15,10451.15,33.0,86453.19,2619.7936363636363,0,0,Core Active
10265,Individual,1.0,60784.62,60784.62,39.0,95501.12,2448.7466666666664,2,0,Core Active
10266,Individual,2.0,149103.28,74551.64,75.0,201520.24,2686.936533333333,2,2,High-Value Active
10267,Small Business,2.0,62773.36,31386.68,53.0,133663.13,2521.945849056604,0,0,Core Active
10268,Individual,1.0,45356.7,45356.7,27.0,58605.65,2170.57962962963,0,0,Core Active
10269,Large Enterprise,1.0,36884.55,36884.55,25.0,64008.11,2560.3244,0,0,Core Active
10270,Individual,1.0,67333.11,67333.11,35.0,100224.89,2863.5682857142856,2,0,Core Active
10271,Large Enterprise,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No Financial Relationship
10272,Large Enterprise,2.0,147270.36000000002,73635.18000000001,44.0,99053.92,2251.2254545454543,2,0,Core Active
10273,Small Business,1.0,55836.35,55836.35,34.0,76982.13,2264.180294117647,2,0,Core Active
10274,Small Business,2.0,134945.02000000002,67472.51000000001,67.0,197974.88999999998,2954.8491044776115,2,0,Core Active
10275,Small Business,2.0,122060.53,61030.265,64.0,144605.96,2259.468125,2,0,Core Active
10276,Small Business,1.0,63931.27,63931.27,28.0,73310.49,2618.2317857142857,2,0,Core Active
10277,Large Enterprise,1.0,798.95,798.95,31.0,79576.38,2566.98,0,0,Core Active
10278,Large Enterprise,2.0,130103.02,65051.51,41.0,98100.95,2392.7060975609756,2,0,Core Active
10279,Large Enterprise,1.0,49341.87,49341.87,33.0,74887.85,2269.3287878787883,0,0,Core Active
