AccountOriginID,TransactionCount,TotalTransactionValue,AverageTransactionValue,MaximumTransactionValue,Frequency_Z,Value_Z,AverageSize_Z,Frequency_Flag,Value_Flag,AverageSize_Flag,AnomalyScore,AnomalyCategory
200021,30,79255.59,2641.853,4904.36,0.002999155796473763,0.24029682300905025,0.5150164880573784,0,0,0,0,Normal
200022,31,73755.12,2379.1974193548385,4979.19,0.1680526964624011,-0.07617167628546369,-0.45707790699168727,0,0,0,0,Normal
200023,31,86932.7,2804.28064516129,4542.89,0.1680526964624011,0.6819978923029298,1.11616496955726,0,0,0,0,Normal
200024,31,64373.8,2076.574193548387,4992.62,0.1680526964624011,-0.615924145038426,-1.577093483647353,0,0,0,0,Normal
200025,22,48866.17,2221.189545454545,4708.16,-1.3174291695309448,-1.5081526989101104,-1.0418687125584687,0,0,0,0,Normal
200026,29,66248.5,2284.4310344827586,4756.12,-0.16205438486945356,-0.5080636357315078,-0.8078104950712258,0,0,0,0,Normal
200027,30,74047.91,2468.2636666666667,4822.41,0.002999155796473763,-0.05932605910939632,-0.127441660210966,0,0,0,0,Normal
200028,27,66970.91,2480.4040740740743,4646.46,-0.4921614662013082,-0.46649991325409207,-0.08250973085555426,0,0,0,0,Normal
200029,38,91807.4,2415.9842105263156,4994.01,1.3234274811238924,0.9624628332099734,-0.3209291397665808,0,0,0,0,Normal
200030,21,54946.51,2616.500476190476,4736.17,-1.482482710196872,-1.158321489031608,0.42118620950380437,0,0,0,0,Normal
200031,26,65463.81,2517.838846153846,4982.14,-0.6572150068672356,-0.5532106262089421,0.05603722873807136,0,0,0,0,Normal
200032,33,97004.95,2939.543939393939,4914.26,0.49815977779425574,1.2615028876977175,1.6167775583187656,0,0,0,0,Normal
200033,23,60789.16,2643.006956521739,4949.43,-1.1523756288650175,-0.8221657282687838,0.5192873079050186,0,0,0,0,Normal
200034,34,95783.06999999999,2817.1491176470586,4977.44,0.663213318460183,1.1912022534031967,1.1637914846517874,0,0,0,0,Normal
200035,36,95719.01,2658.8613888888885,4939.17,0.9933203997920377,1.187516573440429,0.5779649297660655,0,0,0,0,Normal
200036,30,56188.57,1872.9523333333334,4674.48,0.002999155796473763,-1.0868598022605243,-2.3307027103704945,0,0,0,0,Normal
200037,39,99418.26,2549.1861538461535,4958.82,1.4884810217898197,1.4003522213060169,0.17205434146311102,0,0,0,0,Normal
200038,24,58682.0,2445.0833333333335,4757.68,-0.9873220881990902,-0.9434007796322907,-0.21323261143824715,0,0,0,0,Normal
200039,33,78352.69,2374.3239393939393,4482.43,0.49815977779425574,0.1883486425784662,-0.4751147693448014,0,0,0,0,Normal
200040,27,66614.59,2467.207037037037,4979.14,-0.4921614662013082,-0.48700071694334474,-0.1313522709738625,0,0,0,0,Normal
200041,35,88175.89,2519.311142857143,4808.92,0.8282668591261104,0.7535245934099166,0.06148623298008463,0,0,0,0,Normal
200042,28,73686.44,2631.6585714285716,4891.05,-0.3271079255353809,-0.08012316707289549,0.4772866715019035,0,0,0,0,Normal
200043,31,64457.31,2079.268064516129,4915.27,0.1680526964624011,-0.6111194130107841,-1.5671234047238627,0,0,0,0,Normal
200044,38,87410.08,2300.265263157895,4946.74,1.3234274811238924,0.7094638601553527,-0.749207647542851,0,0,0,0,Normal
200045,29,85612.53,2952.156206896552,4804.44,-0.16205438486945356,0.606042161481084,1.6634558528291439,0,0,0,0,Normal
200046,34,87363.70999999999,2569.520882352941,4544.29,0.663213318460183,0.7067959709909195,0.2473136432367045,0,0,0,0,Normal
200047,30,65567.66,2185.588666666667,4916.18,0.002999155796473763,-0.5472356361350508,-1.1736283905501232,0,0,0,0,Normal
200048,35,87385.95,2496.7414285714285,4978.51,0.8282668591261104,0.7080755451771821,-0.02204480299147444,0,0,0,0,Normal
200049,21,66496.29,3166.49,4742.83,-1.482482710196872,-0.49380708502944315,2.4567101915859704,0,0,1,1,Low Anomaly Signal
200050,38,89064.31,2343.7976315789474,4879.43,1.3234274811238924,0.8046396697839776,-0.5880933424846019,0,0,0,0,Normal
200051,27,63027.61,2334.355925925926,4778.12,-0.4921614662013082,-0.6933769316303504,-0.6230373140631259,0,0,0,0,Normal
200052,28,71594.69,2556.9532142857142,4947.07,-0.3271079255353809,-0.2004716070060829,0.20080041227096695,0,0,0,0,Normal
200053,29,68753.6,2370.8137931034485,4818.4,-0.16205438486945356,-0.3639331818643495,-0.4881059021675157,0,0,0,0,Normal
200054,26,65792.31,2530.4734615384614,4975.62,-0.6572150068672356,-0.5343104409487284,0.10279823327799689,0,0,0,0,Normal
200055,26,74819.56,2877.6753846153847,4732.69,-0.6572150068672356,-0.014929322561317734,1.3878006023283704,0,0,0,0,Normal
200056,19,42908.21,2258.326842105263,4717.32,-1.8125897915287268,-1.850942798675538,-0.9044227164263384,0,0,0,0,Normal
200057,36,86334.33,2398.1758333333332,4880.64,0.9933203997920377,0.6475707877240744,-0.3868383567407477,0,0,0,0,Normal
200058,30,78443.38,2614.7793333333334,4992.53,0.002999155796473763,0.1935664745457381,0.41481621987557155,0,0,0,0,Normal
200059,23,47951.34,2084.8408695652174,4844.87,-1.1523756288650175,-1.560787269630358,-1.5464983240017496,0,0,0,0,Normal
200060,29,74082.51,2554.5693103448275,4850.92,-0.16205438486945356,-0.05733535466494204,0.19197752850211958,0,0,0,0,Normal
200061,33,100101.79,3033.3875757575756,4934.98,0.49815977779425574,1.4396789903498948,1.9640950327696716,0,0,0,0,Normal
200062,37,85492.49,2310.607837837838,4636.74,1.158373940457965,0.5991356828246581,-0.7109295388042001,0,0,0,0,Normal
200063,34,87203.17,2564.7991176470587,4910.4,0.663213318460183,0.6975593325078918,0.2298382825607412,0,0,0,0,Normal
200064,32,83987.88,2624.62125,4686.74,0.33310623712832843,0.5125682315480365,0.45124138169664013,0,0,0,0,Normal
200065,36,98705.06,2741.807222222222,4846.93,0.9933203997920377,1.3593183944336138,0.8849493824776852,0,0,0,0,Normal
200066,25,76555.57,3062.2228000000005,4979.63,-0.8222685475331628,0.08495168387272736,2.0708148663905397,0,0,1,1,Low Anomaly Signal
200067,33,84366.52,2556.561212121212,4844.81,0.49815977779425574,0.5343532122083936,0.19934960316946734,0,0,0,0,Normal
200068,42,115360.98,2746.69,4998.39,1.9836416437876017,2.3176135958926674,0.903020656266687,0,1,0,1,Low Anomaly Signal
200069,29,69607.37,2400.254137931034,4868.87,-0.16205438486945356,-0.3148116866752704,-0.3791465032279942,0,0,0,0,Normal
200070,28,66900.24,2389.2942857142857,4964.54,-0.3271079255353809,-0.47056589831448564,-0.41970917044525946,0,0,0,0,Normal
200071,29,66774.03,2302.5527586206895,4927.51,-0.16205438486945356,-0.47782736675190324,-0.7407415737871713,0,0,0,0,Normal
200072,32,70998.21,2218.6940625,4970.93,0.33310623712832843,-0.23478997079303027,-1.0511045528444243,0,0,0,0,Normal
200073,28,73096.23,2610.5796428571425,4995.87,-0.3271079255353809,-0.11408078759779919,0.3992730680307935,0,0,0,0,Normal
200074,39,98374.0,2522.4102564102564,4934.06,1.4884810217898197,1.3402709200584348,0.07295612410976217,0,0,0,0,Normal
200075,37,91932.92,2484.6735135135136,4945.83,1.158373940457965,0.9696846026281228,-0.06670843648028905,0,0,0,0,Normal
200076,23,64905.22,2821.966086956522,4965.13,-1.1523756288650175,-0.5853489960247799,1.181619199773434,0,0,0,0,Normal
200077,25,58010.44,2320.4176,4913.84,-0.8222685475331628,-0.982038856994084,-0.6746233815499774,0,0,0,0,Normal
200078,31,72793.84,2348.188387096774,4908.02,0.1680526964624011,-0.13147873895498646,-0.5718430544898601,0,0,0,0,Normal
200079,32,86548.01,2704.6253125,4890.18,0.33310623712832843,0.6598648260388457,0.7473382723333231,0,0,0,0,Normal
200080,34,88889.46,2614.3958823529415,4839.29,0.663213318460183,0.7945797081622175,0.41339705890476924,0,0,0,0,Normal
200081,25,63207.36,2528.2944,4761.58,-0.8222685475331628,-0.6830350494369762,0.09473347599089865,0,0,0,0,Normal
200082,31,90559.0,2921.2580645161293,4990.82,0.1680526964624011,0.8906363757401082,1.5491011113397017,0,0,0,0,Normal
200083,27,67675.55,2506.501851851852,4865.63,-0.4921614662013082,-0.4259585843598547,0.01407874991724499,0,0,0,0,Normal
200084,26,69756.66,2682.9484615384617,4962.59,-0.6572150068672356,-0.30622231481074236,0.6671117442303752,0,0,0,0,Normal
200085,26,56061.58,2156.2146153846156,4838.31,-0.6572150068672356,-1.0941661478501574,-1.28234243554025,0,0,0,0,Normal
200086,29,82524.79,2845.682413793103,4987.81,-0.16205438486945356,0.42838962560476007,1.269393875386126,0,0,0,0,Normal
200087,34,74937.73,2204.0508823529412,4721.93,0.663213318460183,-0.008130434000588896,-1.1052993021495234,0,0,0,0,Normal
200088,32,83712.21,2616.0065625,4912.29,0.33310623712832843,0.4967076103283011,0.4193582234813096,0,0,0,0,Normal
200089,23,66343.72,2884.5095652173914,4872.91,-1.1523756288650175,-0.5025851710725198,1.4130940632236058,0,0,0,0,Normal
200090,38,100414.63,2642.490263157895,4907.68,1.3234274811238924,1.4576781804771564,0.5173750137831182,0,0,0,0,Normal
200091,24,59290.67,2470.4445833333334,4932.87,-0.9873220881990902,-0.9083810665049414,-0.11937003705135797,0,0,0,0,Normal
200092,29,81378.22,2806.1455172413794,4983.76,-0.16205438486945356,0.36242193789150856,1.1230669043727526,0,0,0,0,Normal
200093,36,83249.84,2312.4955555555553,4818.71,0.9933203997920377,0.4701052399819839,-0.7039430517540469,0,0,0,0,Normal
200094,34,92026.16,2706.6517647058827,4987.52,0.663213318460183,0.9750491483622551,0.7548382189414813,0,0,0,0,Normal
200095,38,76825.25,2021.717105263158,4791.9,1.3234274811238924,0.10046767157736756,-1.7801208395474162,0,0,0,0,Normal
200096,29,68647.21,2367.1451724137933,4999.15,-0.16205438486945356,-0.3700543103569952,-0.5016835524166179,0,0,0,0,Normal
200097,31,80653.21,2601.7164516129033,4963.54,0.1680526964624011,0.3207086249067066,0.36647019169513834,0,0,0,0,Normal
200098,24,63633.270000000004,2651.38625,4880.26,-0.9873220881990902,-0.6585303982827062,0.5502992673870175,0,0,0,0,Normal
200099,32,96269.64,3008.42625,4990.51,0.33310623712832843,1.2191969661644215,1.8717125872783875,0,0,0,0,Normal
200100,31,75193.43000000001,2425.5945161290324,4928.13,0.1680526964624011,0.006581217052795794,-0.28536117586433823,0,0,0,0,Normal
200101,33,96820.01000000001,2933.9396969696973,4889.01,0.49815977779425574,1.2508623998376758,1.596036127142165,0,0,0,0,Normal
200102,35,90876.87,2596.482,4966.67,0.8282668591261104,0.9089249659643519,0.3470973648868892,0,0,0,0,Normal
200103,25,62385.15,2495.406,4990.83,-0.8222685475331628,-0.7303407460056225,-0.02698725510342047,0,0,0,0,Normal
200104,24,59542.71,2480.94625,4831.08,-0.9873220881990902,-0.8938799928581095,-0.08050312518044046,0,0,0,0,Normal
200105,28,67107.43000000001,2396.693928571429,4848.68,-0.3271079255353809,-0.4586452609200755,-0.39232292063048246,0,0,0,0,Normal
200106,29,62821.93,2166.273448275862,4373.96,-0.16205438486945356,-0.705210691460855,-1.2451144617416439,0,0,0,0,Normal
200107,31,77575.76,2502.443870967742,4674.34,0.1680526964624011,0.14364812223077061,-0.0009399314409426061,0,0,0,0,Normal
200108,28,70931.74,2533.276428571429,4958.49,-0.3271079255353809,-0.2386143096491838,0.11317207926886506,0,0,0,0,Normal
200109,26,58564.85,2252.494230769231,4768.45,-0.6572150068672356,-0.9501409826862757,-0.9260093462414357,0,0,0,0,Normal
200110,20,52449.28,2622.464,4821.49,-1.6475362508627995,-1.3019991439398686,0.44325734941920364,0,0,0,0,Normal
200111,37,80815.78,2184.21027027027,4841.5,1.158373940457965,0.33006205905511693,-1.1787298675787172,0,0,0,0,Normal
200112,30,75066.58,2502.2193333333335,4889.81,0.002999155796473763,-0.0007170736633631755,-0.00177095043300046,0,0,0,0,Normal
200113,27,72147.52,2672.1303703703707,4941.36,-0.4921614662013082,-0.16866463769891704,0.6270737379416828,0,0,0,0,Normal
200114,47,128916.19,2742.897659574468,4877.84,2.8089093471172384,3.0975100349827795,0.8889851164059975,1,1,0,2,Moderate Anomaly Signal
200115,33,77439.47,2346.650606060606,4409.49,0.49815977779425574,0.13580670290317728,-0.5775344177664358,0,0,0,0,Normal
200116,39,102566.97,2629.9223076923076,4806.09,1.4884810217898197,1.581512654580561,0.47086071914938415,0,0,0,0,Normal
200117,36,90455.27,2512.646388888889,4881.07,0.9933203997920377,0.8846682898434814,0.03681982398543505,0,0,0,0,Normal
200118,80,193859.65,2423.245625,4994.75,8.25567618909284,6.834019701464605,-0.2940544764045524,1,1,0,2,Moderate Anomaly Signal
200119,37,81667.97,2207.2424324324325,4160.3,1.158373940457965,0.379092649243554,-1.0934873012920843,0,0,0,0,Normal
200120,34,79758.2,2345.8294117647056,4911.49,0.663213318460183,0.26921439413123,-0.5805736768993671,0,0,0,0,Normal
200121,32,68579.99,2143.1246875,4965.06,0.33310623712832843,-0.37392180032104877,-1.3307885622015438,0,0,0,0,Normal
200122,30,63640.78,2121.3593333333333,4571.49,0.002999155796473763,-0.6580983118556009,-1.4113426427190956,0,0,0,0,Normal
200123,26,68670.79,2641.1842307692305,4952.15,-0.6572150068672356,-0.3686976395246189,0.5125413576252911,0,0,0,0,Normal
200124,29,82436.02,2842.6213793103448,4999.15,-0.16205438486945356,0.423282260473713,1.2580649157789012,0,0,0,0,Normal
200125,26,65658.15,2525.3134615384615,4958.69,-0.6572150068672356,-0.5420293111298862,0.08370095361566415,0,0,0,0,Normal
200126,27,74308.02,2752.148888888889,4766.85,-0.4921614662013082,-0.04436067954156008,0.9232241306381433,0,0,0,0,Normal
200127,27,60411.65,2237.4685185185185,4562.23,-0.4921614662013082,-0.8438856945932384,-0.9816198557332187,0,0,0,0,Normal
200128,37,96221.39,2600.578108108108,4979.96,1.158373940457965,1.2164209115561861,0.36225715598527924,0,0,0,0,Normal
200129,24,65097.16,2712.3816666666667,4773.72,-0.9873220881990902,-0.5743057644910038,0.7760447189769161,0,0,0,0,Normal
200130,23,55217.51,2400.7613043478264,4811.66,-1.1523756288650175,-1.1427295553770633,-0.3772694685580671,0,0,0,0,Normal
200131,23,66074.58,2872.8078260869565,4808.49,-1.1523756288650175,-0.5180700899794723,1.3697856553341519,0,0,0,0,Normal
200132,27,67148.42,2486.9785185185183,4928.18,-0.4921614662013082,-0.45628690903631297,-0.05817755950283714,0,0,0,0,Normal
200133,27,71020.29,2630.381111111111,4927.9,-0.4921614662013082,-0.2335196021764541,0.472558761242198,0,0,0,0,Normal
200134,28,72197.19,2578.4710714285716,4947.8,-0.3271079255353809,-0.1658068836597244,0.28043850056385106,0,0,0,0,Normal
200135,27,65946.15,2442.45,4966.99,-0.4921614662013082,-0.5254592856962741,-0.22297863917290167,0,0,0,0,Normal
200136,30,81014.04000000001,2700.4680000000003,4866.87,0.002999155796473763,0.34146891059146445,0.7319519623611903,0,0,0,0,Normal
200137,36,101158.66,2809.962777777778,4769.35,0.9933203997920377,1.5004858055583035,1.1371946741416652,0,0,0,0,Normal
200138,30,66364.77,2212.159,4903.79,0.002999155796473763,-0.501374063310792,-1.0752909707074725,0,0,0,0,Normal
200139,25,65220.229999999996,2608.8091999999997,4887.44,-0.8222685475331628,-0.5672249553586617,0.3927206179592747,0,0,0,0,Normal
200140,28,81631.61,2915.414642857143,4910.88,-0.3271079255353809,0.3770006835325605,1.5274744722686562,0,0,0,0,Normal
200141,19,46298.84,2436.781052631579,4466.79,-1.8125897915287268,-1.6558635440367604,-0.24395954484844107,0,0,0,0,Normal
200142,29,76206.03,2627.7941379310346,4670.71,-0.16205438486945356,0.06484096619889095,0.46298431350985847,0,0,0,0,Normal
200143,28,77377.44,2763.48,4838.18,-0.3271079255353809,0.13223781860579212,0.9651608356330775,0,0,0,0,Normal
200144,29,84171.31,2902.4589655172413,4997.85,-0.16205438486945356,0.5231218418441731,1.4795252099866683,0,0,0,0,Normal
200145,30,87045.41,2901.5136666666667,4838.77,0.002999155796473763,0.6884826407981469,1.4760266370188573,0,0,0,0,Normal
200146,32,81351.78,2542.243125,4940.37,0.33310623712832843,0.360900717501006,0.14635803069205655,0,0,0,0,Normal
200147,50,145599.57,2911.9914000000003,4975.95,3.3040699691150204,4.05738514233908,1.5148049710680866,1,1,0,2,Moderate Anomaly Signal
200148,30,62867.83,2095.5943333333335,4826.31,0.002999155796473763,-0.702569843657373,-1.5066995052190983,0,0,0,0,Normal
200149,25,59618.54,2384.7416,4882.15,-0.8222685475331628,-0.8895171281753635,-0.4365587658523189,0,0,0,0,Normal
200150,41,118682.16,2894.686829268293,4826.97,1.8185881031216744,2.5086970579399024,1.450760353490559,0,1,0,1,Low Anomaly Signal
200151,28,61435.04,2194.1085714285714,4827.12,-0.3271079255353809,-0.7850051448414876,-1.1420960254465315,0,0,0,0,Normal
200152,31,79692.77,2570.7345161290323,4951.04,0.1680526964624011,0.26544989147803166,0.2518053299866401,0,0,0,0,Normal
200153,27,78615.47,2911.684074074074,4991.73,-0.4921614662013082,0.20346764009042645,1.51366755068923,0,0,0,0,Normal
200154,32,78037.23,2438.6634375,4914.07,0.33310623712832843,0.17019871124760733,-0.23699279479720453,0,0,0,0,Normal
200155,15,37690.8,2512.7200000000003,4863.6,-2.472803954192436,-2.1511254945004747,0.0370922604147276,0,0,0,0,Normal
200156,25,60689.28,2427.5712,4453.68,-0.8222685475331628,-0.8279123051448576,-0.27804542301784807,0,0,0,0,Normal
200157,26,75941.74,2920.836153846154,4739.11,-0.6572150068672356,0.0496350911230256,1.5475396101658572,0,0,0,0,Normal
200158,27,72159.55,2672.575925925926,4889.69,-0.4921614662013082,-0.1679724939282006,0.628722749385394,0,0,0,0,Normal
200159,35,83446.99,2384.1997142857144,4734.11,0.8282668591261104,0.4814482278786393,-0.4385642974474219,0,0,0,0,Normal
200160,25,58957.63,2358.3052,4541.28,-0.8222685475331628,-0.9275424598049767,-0.5344004953223399,0,0,0,0,Normal
200161,32,76722.93,2397.5915625,4919.46,0.33310623712832843,0.09458070976359222,-0.3890007566443743,0,0,0,0,Normal
200162,36,68988.88,1916.357777777778,4487.25,0.9933203997920377,-0.35039639164205705,-2.170058153893086,0,0,0,0,Normal
200163,34,72903.78,2144.228823529412,4936.73,0.663213318460183,-0.12515336188494708,-1.3267021291513632,0,0,0,0,Normal
200164,33,80151.4,2428.8303030303027,4805.82,0.49815977779425574,0.2918370816329529,-0.27338545350362614,0,0,0,0,Normal
200165,27,70717.74,2619.1755555555555,4926.46,-0.4921614662013082,-0.25092675910332607,0.43108674027005617,0,0,0,0,Normal
200166,33,84620.28,2564.250909090909,4959.22,0.49815977779425574,0.5489532457293426,0.22780934998126898,0,0,0,0,Normal
200167,27,67978.92,2517.737777777778,4573.62,-0.4921614662013082,-0.4085042488883449,0.05566317233442918,0,0,0,0,Normal
200168,32,90272.41,2821.0128125,4734.86,0.33310623712832843,0.8741474743893485,1.1780911089030552,0,0,0,0,Normal
200169,27,64050.67,2372.247037037037,4994.61,-0.4921614662013082,-0.6345153683660758,-0.48280143313184076,0,0,0,0,Normal
200170,23,52777.66,2294.6808695652176,4854.01,-1.1523756288650175,-1.2831058628569185,-0.7698756177335294,0,0,0,0,Normal
200171,35,99099.33,2831.4094285714286,4955.22,0.8282668591261104,1.3820026441826079,1.2165692260848342,0,0,0,0,Normal
200172,24,55768.49,2323.6870833333332,4619.21,-0.9873220881990902,-1.1110290254693846,-0.6625229479127683,0,0,0,0,Normal
200173,34,90708.47,2667.896176470588,4872.76,0.663213318460183,0.8992361038705319,0.611402888126045,0,0,0,0,Normal
200174,25,66652.57,2666.1028,4789.23,-0.8222685475331628,-0.4848155448392865,0.6047655602193261,0,0,0,0,Normal
200175,25,51815.98,2072.6392,4642.38,-0.8222685475331628,-1.3384359394506549,-1.5916569860239076,0,0,0,0,Normal
200176,25,55814.09,2232.5636,4953.88,-0.8222685475331628,-1.108405438109063,-0.9997730729171541,0,0,0,0,Normal
200177,43,102025.36,2372.6827906976746,4816.64,2.148695184453529,1.5503512258475796,-0.4811886987285304,1,0,0,1,Low Anomaly Signal
200178,35,81029.15,2315.118571428571,4658.75,0.8282668591261104,0.3423382615786229,-0.6942352091792943,0,0,0,0,Normal
200179,32,85812.92,2681.65375,4899.01,0.33310623712832843,0.6175715621638671,0.6623199868016825,0,0,0,0,Normal
200180,30,74200.48,2473.349333333333,4990.33,0.002999155796473763,-0.05054797306631971,-0.1086194899391183,0,0,0,0,Normal
200181,28,62898.28,2246.367142857143,4915.78,-0.3271079255353809,-0.700817908676632,-0.9486858406935376,0,0,0,0,Normal
200182,24,61321.51,2555.0629166666668,4542.5,-0.9873220881990902,-0.7915370718813416,0.19380437694616218,0,0,0,0,Normal
200183,34,81307.78,2391.405294117647,4889.54,0.663213318460183,0.3583691858375375,-0.4118962793893438,0,0,0,0,Normal
200184,30,83350.85,2778.3616666666667,4881.1,0.002999155796473763,0.4759168311939606,1.0202382290778365,0,0,0,0,Normal
200185,34,81209.8,2388.5235294117647,4665.33,0.663213318460183,0.35273192510147766,-0.42256175739501717,0,0,0,0,Normal
200186,57,147897.38,2594.6908771929825,4947.83,4.459444753776512,4.189589205330774,0.34046837784130857,1,1,0,2,Moderate Anomaly Signal
200187,28,66808.79000000001,2386.0282142857145,4434.22,-0.3271079255353809,-0.4758274567377626,-0.43179697654382154,0,0,0,0,Normal
200188,27,72916.58,2700.6140740740743,4566.85,-0.4921614662013082,-0.1244169163101197,0.7324925858968507,0,0,0,0,Normal
200189,28,63674.96,2274.1057142857144,4969.97,-0.3271079255353809,-0.6561317720315701,-0.8460247445685304,0,0,0,0,Normal
200190,25,68938.77,2757.5508,4523.52,-0.8222685475331628,-0.3532794609978845,0.9432167289327079,0,0,0,0,Normal
200191,26,74287.34,2857.2053846153844,4969.2,-0.6572150068672356,-0.04555049942339071,1.3120406576214,0,0,0,0,Normal
200192,26,71619.33,2754.5896153846156,4848.78,-0.6572150068672356,-0.1990539492745406,0.9322573160001898,0,0,0,0,Normal
200193,28,73072.52,2609.7328571428575,4781.75,-0.3271079255353809,-0.11544493795554504,0.3961390944649466,0,0,0,0,Normal
200194,24,63750.82,2656.284166666667,4713.65,-0.9873220881990902,-0.6517671813045083,0.5684265705548739,0,0,0,0,Normal
200195,32,86788.36,2712.13625,4974.3,0.33310623712832843,0.6736933177505426,0.7751364262022784,0,0,0,0,Normal
200196,26,50782.43,1953.1703846153846,4832.51,-0.6572150068672356,-1.3979010428774248,-2.033813842288959,0,0,0,0,Normal
200197,30,77966.36,2598.8786666666665,4939.07,0.002999155796473763,0.16612121922510728,0.35596748379981996,0,0,0,0,Normal
200198,23,65312.5,2839.6739130434785,4806.43,-1.1523756288650175,-0.5619162183907469,1.247156274772382,0,0,0,0,Normal
200199,29,59368.57,2047.1920689655171,4598.92,-0.16205438486945356,-0.9038991047643914,-1.6858374081110319,0,0,0,0,Normal
200200,34,89398.4,2629.3647058823526,4777.36,0.663213318460183,0.8238614746350728,0.4687970219197457,0,0,0,0,Normal
200201,22,55495.479999999996,2522.521818181818,4849.99,-1.3174291695309448,-1.1267366040931015,0.0733690168134717,0,0,0,0,Normal
200202,33,85790.3,2599.706060606061,4727.1,0.49815977779425574,0.6162701247496024,0.359029687957094,0,0,0,0,Normal
200203,33,78973.2,2393.1272727272726,4762.91,0.49815977779425574,0.2240495678625305,-0.40552319662179,0,0,0,0,Normal
200204,36,86452.84,2401.467777777778,4629.21,0.9933203997920377,0.6543892381203844,-0.374654794010433,0,0,0,0,Normal
200205,33,83309.0,2524.5151515151515,4987.82,0.49815977779425574,0.47350899937313856,0.08074638970628523,0,0,0,0,Normal
200206,36,85573.86,2377.0516666666667,4682.81,0.9933203997920377,0.6038172903577586,-0.46501938745141985,0,0,0,0,Normal
200207,35,80720.09,2306.2882857142854,4818.71,0.8282668591261104,0.32455655303517816,-0.7269163013855,0,0,0,0,Normal
200208,34,82898.62,2438.194705882353,4745.71,0.663213318460183,0.4498978638264518,-0.2387275813841775,0,0,0,0,Normal
200209,24,73056.33,3044.01375,4759.5,-0.9873220881990902,-0.11637642653808053,2.0034227500658464,0,0,1,1,Low Anomaly Signal
200210,34,69927.71,2056.6973529411766,4962.0,0.663213318460183,-0.2963809854690084,-1.6506581316860194,0,0,0,0,Normal
200211,33,69490.14,2105.761818181818,4992.05,0.49815977779425574,-0.3215564925140977,-1.4690694080070743,0,0,0,0,Normal
200212,38,86210.86,2268.706842105263,4838.97,1.3234274811238924,0.6404669646675185,-0.866006095710249,0,0,0,0,Normal
200213,27,65458.61,2424.392962962963,4763.75,-0.4921614662013082,-0.5535098072237155,-0.2898081519964296,0,0,0,0,Normal
200214,32,79989.75,2499.6796875,4902.84,0.33310623712832843,0.28253657951023314,-0.011170238557505957,0,0,0,0,Normal
